Title,PDF Link
Nasdaq Stockholm,https://sseinitiative.org/wp-content/uploads/2019/11/Sweden-Nasdaq-Stockholm.pdf
Nasdaq Stockholm,https://www.lacp.com/2017vision/pdf/12755.pdf
Nasdaq Stockholm,https://business.nasdaq.com/Docs/Nasdaq%20UNGC%20COP%202014%20RevFinal.pdf
SIX Swiss Exchange,https://sseinitiative.org/wp-content/uploads/2022/01/Switzerland-SIX-1.pdf
SIX Swiss Exchange,https://www.six-group.com/dam/download/report/annual/2015/six-annual-report-2015-en.pdf
SIX Swiss Exchange,https://www.newsd.admin.ch/newsd/message/attachments/70878.pdf
SIX Swiss Exchange,https://www.newsd.admin.ch/newsd/message/attachments/70879.pdf
SIX Swiss Exchange,https://www.ser-ag.com/dam/downloads/publication/obligations/guidelines/standards-sustainability-en.pdf
SIX Swiss Exchange,https://www.six-group.com/dam/download/sites/exchange-services/investor-relations-handbook/investor-relations-handbook-en.pdf
SIX Swiss Exchange,https://www.world-exchanges.org/storage/app/media/WFE%20Annual%20Sustainability%20Survey%202021%20Final.pdf
Stock Exchange of Thailand,https://sseinitiative.org/wp-content/uploads/2019/11/Thailand_SET.pdf
Stock Exchange of Thailand,https://media.set.or.th/set/Documents/2023/Jun/SD_Highlight_2022_ENG.pdf
Borsa İstanbul,https://sseinitiative.org/wp-content/uploads/2019/11/Turkey-Borsa-Istanbul.pdf
Borsa İstanbul,https://www.borsaistanbul.com/files/bist-2020-integrated-annual-reportand-financial-statements.pdf
Borsa İstanbul,https://cmb.gov.tr/data/6281521a1b41c617eced0ee8/ab21a9093d112e6f9dea44abbd3c4341.pdf
Borsa İstanbul,https://cmb.gov.tr/data/6281521a1b41c617eced0ee8/3606055f44464de4b6fe9dad9f1cec7b.pdf
Borsa İstanbul,https://www.borsaistanbul.com/files/Surdurulebilirlik_Rehberi_2020.pdf
Borsa İstanbul,https://www.borsaistanbul.com/files/sirketler-Icin-Entegre-raporlama-rehberi.pdf
Borsa İstanbul,https://www.borsaistanbul.com/files/iklim-raporlama-rehberi.pdf
Borsa İstanbul,https://spk.gov.tr/data/6231ce881b41c612808a3a1c/b2d06c64099c9e7e8877743afc7d2484.pdf
Bourse des Valeurs Mobilières de Tunis,https://sseinitiative.org/wp-content/uploads/2019/11/Tunisia-Tunis-Stock-Exchange.pdf
Abu Dhabi Securities Exchange,https://sseinitiative.org/wp-content/uploads/2019/11/United-Arab-Emirates_Abu-Dhabi-Securities-Exchange.pdf
Dubai Financial Market,https://sseinitiative.org/wp-content/uploads/2019/11/United-Arab-Emirates-DFM.pdf
Dubai Financial Market,https://sseinitiative.org/wp-content/uploads/7th-February-2023-DFM-hosted-ESG-workshop-in-collaboration-with-Hawkamah-and-Middle-East-Investor-Relations-Association.pdf
Euronext London,https://sseinitiative.org/wp-content/uploads/2019/11/UK-Euronext-London.pdf
Euronext London,https://sseinitiative.org/wp-content/uploads/2022/05/Euronext-ESG-guide-2022.pdf
London Stock Exchange,https://sseinitiative.org/wp-content/uploads/2019/11/UK-LSE.pdf
London Stock Exchange,https://sseinitiative.org/wp-content/uploads/2016/07/LSEG-Corporate-Responsibility-Report-31Dec2015.pdf
London Stock Exchange,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/206241/bis-13-889-companies-act-2006-draft-strategic-and-directors-report-regulations-2013.pdf
London Stock Exchange,https://www.lseg.com/sites/default/files/content/GReen/LSEG_Guide_to_ESG_Reporting_2020.pdf
London Stock Exchange,https://docs.londonstockexchange.com/sites/default/files/documents/LSE_guide_to_climate_reporting_final_0.pdf
London Stock Exchange,https://www.lseg.com/sites/default/files/content/documents/20170403%20Green%20Bonds.pdf
London Stock Exchange,https://docs.londonstockexchange.com/sites/default/files/documents/LSE_guide_to_climate_reporting_final_0.pdf
Nasdaq,https://sseinitiative.org/wp-content/uploads/2019/11/USA-NASDAQ.pdf
Nasdaq,https://business.nasdaq.com/media/2017%20Nasdaq%20Sustainability%20Report%20Digital%20ver%202_tcm5044-50886.pdf
Nasdaq,https://www.nasdaq.com/docs/2019/11/26/2019-ESG-Reporting-Guide.pdf
Nasdaq,https://business.nasdaq.com/media/Nasdaq%20UNGC%20COP%202014%20RevFinal_tcm5044-19892.pdf
NYSE,https://www.intercontinentalexchange.com/publicdocs/2018_CR_Report.pdf
NYSE,https://www.ice.com/publicdocs/2019_CRR.pdf
NYSE,https://www.ice.com/publicdocs/2019_CRR.pdf
Hanoi Stock Exchange,https://ssc.gov.vn/ssc/contentattachfile/idcplg?dID=103390&dDocName=APPSSCGOVVN162103170&Rendition=No.155-2015-TT-BTC&filename=C155mf6Oct15DisclosureInformationSecurities%20(ban%20day%20du).pdf
Ho Chi Minh Stock Exchange,https://sseinitiative.org/wp-content/uploads/2019/11/Vietnam-HOSE.pdf
Ho Chi Minh Stock Exchange,https://ssc.gov.vn/ssc/contentattachfile/idcplg?dID=103390&dDocName=APPSSCGOVVN162103170&Rendition=No.155-2015-TT-BTC&filename=C155mf6Oct15DisclosureInformationSecurities%20(ban%20day%20du).pdf
Ho Chi Minh Stock Exchange,https://sseinitiative.org/wp-content/uploads/2014/08/20161212_ES-Disclosure-Guideline-ENGLISH.pdf
Ho Chi Minh Stock Exchange,https://www.giz.de/de/downloads/VietNam-GreenGrowth-Strategy.pdf
The 12th United Nations Global Compact–Accenture CEO Study,https://info.unglobalcompact.org/l/591891/ompact-Accenture-CEO-Study-pdf/58c97n
The 12th United Nations Global Compact–Accenture CEO Study,https://info.unglobalcompact.org/l/591891/n6PO-CEO-Study-Infographic-pdf/58c97r
The 12th United Nations Global Compact–Accenture CEO Study,https://info.unglobalcompact.org/l/591891/CDDZP-CEO-Study-Slideshare-pdf/58c97v
Business Dilemmas Forum: Navigating Expectations for Societal Leadership,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/UNGC%20Business%20Dilemmas%20Forum%20Summary.pdf
Communication on Progress Guidebook,https://storage.pardot.com/591891/1677164626UVOSM5Bv/UNGC_CoP_GuideBook__Feb2023_.pdf
"CORPORATE CLIMATE TARGET SETTING, ACTION AND GLOBAL COLLABORATION TOWARDS A NET-ZERO FUTURE - ACCELERATE 2030 AGENDA FOR SUSTAINABLE DEVELOPMENT THROUGH GLOBAL DEVELOPMENT INITIATIVE",https://ungc-communications-assets.s3.amazonaws.com/docs/publications/CORPORATE%20CLIMATE%20TARGET%20SETTING.pdf
CoP Policy,https://ungc-communications-assets.s3.us-west-2.amazonaws.com/docs/about_the_gc/CoP-faq.pdf
CEO Statement of Continued Support,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/CEO%20Statement%20of%20Continued%20Support%20%5BJan2023%5D_German.pptx.pdf
Just Transition and Renewable Energy: A Business Brief,https://info.unglobalcompact.org/l/591891/able-Energy-Business-Brief-pdf/58cd4n
Just Transition and Renewable Energy: A Business Brief,https://info.unglobalcompact.org/l/591891/justa-y-energ--a-renovable-pdf/58cd4r
CFO ACTION ON CORPORATE INVESTMENT AND FINANCE FOR SUSTAINABLE DEVELOPMENT,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/FINAL_CFO%20Action.pdf
Just Transition in Supply Chains: A Business Brief,https://info.unglobalcompact.org/l/591891/pply-Chains-Business-Brief-pdf/58ckh5
Just Transition in Supply Chains: A Business Brief,https://info.unglobalcompact.org/l/591891/-in-Supply-Chains-FINAL-ES-pdf/58ckh8
Forward Faster Action Guides,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Arabic-Forward%20Faster%20FAQ%202023.pdf
CEO Water Mandate: 2022 Impact Report,https://ceowatermandate.org/wp-content/uploads/2023/07/CEO-Water-Mandate-2022-Impact-Report.pdf
Water Resilience Coalition: 2022 Impact Report,https://ceowatermandate.org/resilience/wp-content/uploads/sites/37/2023/07/WRC-Impact-Report-2022.pdf
"Business Leadership in Times of Crisis: Collected Insights from Chief Executive Officers into Successes, Challenges and Areas for Future Focus",https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Business%20Leadership%20in%20Times%20of%20Crisis_Low-Res.pdf
Global Seaweed Coalition Annual Report,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Seaweed%20Report%20Design%20Project%20Final.pdf
United Nations Global Compact-Accenture Global Private Sector SDG Stocktake,https://info.unglobalcompact.org/l/591891/-SDG-Stocktake-Report-2023-pdf/58cmjy
United Nations Global Compact-Accenture Global Private Sector SDG Stocktake,https://info.unglobalcompact.org/l/591891/UNGC-Stocktake-Infographic-pdf/58cmk2
SDG Playbook for SMEs,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/UNGC-Playbook-Final.pdf
ILO Helpdesk for Business on International Labour Standards,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/ILO%20Helpdesk%20for%20business%20flyer%20french.pdf
UN Global Compact Annual Report,http://www.unglobalcompact.org/docs/publications/UNGC_2016_Annual_Mgmt_Report.pdf
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/ark-Reference-Sheets--All--pdf/58cg58
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/on-Benchmarks-Russian-2021-pdf/58cg5c
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/EGRATED-SDG-INVESTMENTS-AN-pdf/58cg5g
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/ade-Referencia-empresarial-pdf/58cg5k
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/NTS--INJURIES-AND-DISEASES-pdf/58cg5n
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/ones-y-enfermedades-de-tra-pdf/58cg5r
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/lement-SDG-Ambition-Benchm-pdf/58cg5v
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/ay-for-work-of-equal-value-pdf/58cg5y
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/on-Benchmark-Reference-She-pdf/58cg62
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/t-all-levels-of-management-pdf/58cg65
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/T-IN-WATER-STRESSED-BASINS-pdf/58cg68
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/-LANDFILL-AND-INCINERATION-pdf/58cg6g
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/S-POLLUTANTS-AND-CHEMICALS-pdf/58cg6k
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/EWABLE-RECYCABLE-OR-REUSAB-pdf/58cg6n
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/N-LINE-WITH-A-1-5C-PATHWAY-pdf/58cg6r
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/N-LINE-WITH-A-1-5C-PATHWAY-pdf/58cg6r
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/5-SDG-Ambition-SBTi-200923-pdf/58cg6v
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/-PRODUCTS-RECOVERED-AND-RE-pdf/58cg6y
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/ITY-AND-ZERO-DEFORESTATION-pdf/58cg72
SDG Ambition Benchmark Reference Sheets,https://info.unglobalcompact.org/l/591891/ZERO-INCIDENCES-OF-BRIBERY-pdf/58cg75
Advancing Gender Equality on International Women's Day and Every Other Day,https://info.unglobalcompact.org/l/591891/C-International-Womans-Day-pdf/58cq6y
Advancing Gender Equality on International Women's Day and Every Other Day,https://info.unglobalcompact.org/l/591891/C-International-Womans-Day-pdf/58cq72
Advancing Gender Equality on International Women's Day and Every Other Day,https://info.unglobalcompact.org/l/591891/C-International-Womans-Day-pdf/58cq75
Advancing Gender Equality on International Women's Day and Every Other Day,https://info.unglobalcompact.org/l/591891/C-International-Womans-Day-pdf/58cq78
Advancing Gender Equality on International Women's Day and Every Other Day,https://info.unglobalcompact.org/l/591891/C-International-Womans-Day-pdf/58cq7c
Advancing Gender Equality on International Women's Day and Every Other Day,https://info.unglobalcompact.org/l/591891/C-International-Womans-Day-pdf/58cq7g
Advancing Gender Equality on International Women's Day and Every Other Day,https://info.unglobalcompact.org/l/591891/C-International-Womans-Day-pdf/58cq7k
Corporate Net Zero Pathway - Delivering the Paris Agreement and the Sustainable Development Goals,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Corporate%20Net%20Zero%20Pathway%20-%20Delivering%20the%20Paris%20Agreement%20and%20the%20SDGs%20%282021%29_English%20version.pdf
Ukraine Humanitarian Crisis Business Guide,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/2022-03-01%20ukr_business_guide.pdf
Women’s Empowerment and Business 2022 Trends and Opportunities: Progress Amid Pandemic Challenges Across Regions,https://info.unglobalcompact.org/l/591891/r335-2022-WEPs-Tool-Report-pdf/58cq7n
Women’s Empowerment and Business 2022 Trends and Opportunities: Progress Amid Pandemic Challenges Across Regions,https://info.unglobalcompact.org/l/591891/2-WEPs-Tool-Report-Chinese-pdf/58cq7r
Women’s Empowerment and Business 2022 Trends and Opportunities: Progress Amid Pandemic Challenges Across Regions,https://info.unglobalcompact.org/l/591891/22-WEPs-Tool-Report-French-pdf/58cq7v
Women’s Empowerment and Business 2022 Trends and Opportunities: Progress Amid Pandemic Challenges Across Regions,https://info.unglobalcompact.org/l/591891/22-WEPs-Tool-Report-German-pdf/58cq7y
Women’s Empowerment and Business 2022 Trends and Opportunities: Progress Amid Pandemic Challenges Across Regions,https://info.unglobalcompact.org/l/591891/2-WEPs-Tool-Report-Spanish-pdf/58cq82
Women’s Empowerment and Business 2022 Trends and Opportunities: Progress Amid Pandemic Challenges Across Regions,https://info.unglobalcompact.org/l/591891/EPs-Tool-Report-Portuguese-pdf/58cq85
SME Engagement Strategy,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/UN%20Global%20Compact%20SME%20Strategy.pdf
Setting Science-Based Targets in the Seafood Sector: Best Practices to Date,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Seafood%20Sector%20Guide%20to%20Setting%20Science%20Based%20Targets.pdf
UN Global Compact China Strategy,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/CHINA%20STRATEGY-digital%20version-English.pdf
Charting the Course: Embedding children’s rights in responsible business conduct,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Charting%20the%20Course%20UNI%20Save%20UNGC%20Brief.pdf
ABLC Roundtable Perspectives: Making Ambitious Climate Mitigation Action a Reality in Africa,https://info.unglobalcompact.org/l/591891/-Reality-in-Africa-ABLC-Ro-pdf/58cq8r
Financing Climate Action in Africa,https://info.unglobalcompact.org/l/591891/LC-Roundtable-Perspectives-pdf/58cq8v
Shifting the Focus to Adaptation and Resilience in Africa,https://info.unglobalcompact.org/l/591891/nce-in-Africa-ABLC-Roundta-pdf/58cq8y
Delivering on the Promise of a Just Transition in Africa,https://info.unglobalcompact.org/l/591891/on-in-Africa-ABLC-Roundtab-pdf/58cq92
Elevating African Business Leaders’ Call for Global Collective Action,https://info.unglobalcompact.org/l/591891/Global-Collective-Action-A-pdf/58cq95
Introduction to Just Transition: A Business Brief,https://info.unglobalcompact.org/l/591891/duction-to-Just-Transition-pdf/58cq98
Introduction to Just Transition: A Business Brief,https://info.unglobalcompact.org/l/591891/ta-Pacto-Mundial-de-la-ONU-pdf/58cq9c
Introduction to Just Transition: A Business Brief,https://info.unglobalcompact.org/l/591891/Y-Just-Transition---Korean-pdf/58cq9g
A Path Forward: 5 Key Elements to Drive Climate Action in Africa,https://info.unglobalcompact.org/l/591891/ate-Action-ABLC-Roundtable-pdf/58cq9y
Applying a Gender Lens to Sustainable Procurement,https://www.ohchr.org/Documents/Issues/Business/BookletGenderDimensionsGuidingPrinciples.pdf
Applying a Gender Lens to Sustainable Procurement,https://www.ilo.org/wcmsp5/groups/public/---dgreports/---dcomm/---publ/documents/publication/wcms_650553.pdf
Applying a Gender Lens to Sustainable Procurement,https://www.ilo.org/wcmsp5/groups/public/---dgreports/---dcomm/---publ/documents/publication/wcms_674831.pdf
Applying a Gender Lens to Sustainable Procurement,https://www.smefinanceforum.org/sites/default/files/Data%20Sites%20downloads/MSME%20Report.pdf
Applying a Gender Lens to Sustainable Procurement,https://www.ohchr.org/Documents/Issues/Business/BookletGenderDimensionsGuidingPrinciples.pdf
Bridging the Gap in the Arab States: Emerging Private Sector Response and Recovery Measures for Gender Equality amid COVID-19,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/WEPs%20Bridging%20the%20Gap%20Companion%20Report_English.pdf
CHARTING THE COURSE: Embedding children’s rights in responsible business conduct,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/UNICEF_Charting-Course-2022_Web.pdf
The African Business Leaders' Climate Statement,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/The%20African%20Business%20Leaders%E2%80%99%20Climate%20Statement.pdf
Just Transition for Climate Adaptation: A Business Brief,https://info.unglobalcompact.org/l/591891/e-Adaptation---Final-Brief-pdf/58cqb2
Just Transition for Climate Adaptation: A Business Brief,https://info.unglobalcompact.org/l/591891/ion-Final-Brief-ES-Digital-pdf/58cqb5
Mapping a Maritime Just Transition for Seafarers,https://info.unglobalcompact.org/l/591891/t-Transition-for-Seafarers-pdf/58cqb8
Water Resilience Assessment Framework - Corporate Guidance,https://info.unglobalcompact.org/l/591891/ience-Assessment-Framework-pdf/58cqbr
Financing a Just Transition: A Business Brief,https://info.unglobalcompact.org/l/591891/inancing-a-Just-Transition-pdf/58cqc8
Financing a Just Transition: A Business Brief,https://info.unglobalcompact.org/l/591891/Just-Transition-ES-Digital-pdf/58cqcc
2022 UN Ocean Conference - Outcomes of the High-Level Meeting on Ocean and Climate,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/UN%20Ocean%20Conference%20Report.pdf
Race to Zero: Mobilizing Leadership for a Net Zero Economy,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Race%20to%20Zero%20Report-singles.pdf
UN Global Compact Strategy 2021–2023,https://ungc-communications-assets.s3.amazonaws.com/docs/about_the_gc/UN-GLOBAL-COMPACT-STRATEGY-2021-2023.pdf
From Ambition to Impact: How companies are reducing emissions at scale with science-based targets (Science Based Targets initiative Annual Progress Report 2020),https://sciencebasedtargets.org/resources/files/SBTiProgressReport2020.pdf
Accelerating Sustainable Seafood,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Accelerating%20Sustainable%20Seafood.pdf
Building Sustainable and Resilient Healthcare Infrastructure in BRI Countries to Accelerate the Sustainable Development Goals,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/UNGC%20BRI%20AP%20Healthcare%20Report_English.pdf
Implementing Effective Modern Slavery Grievance Mechanisms: A Guidance Note for Business,https://unglobalcompact.org.au/wp-content/uploads/2021/03/4261-UNGC-Grievance-Mechanisms-GUIDANCE-DOC_28pp-9-FA.pdf
Effective Modern Slavery Grievance Mechanisms: A Case Study Publication for Business,https://unglobalcompact.org.au/wp-content/uploads/2021/03/4261-UNGC-Grievance-Mechanisms-CASE-STUDY-10-FA.pdf
Tackling Climate Change is the Greatest Global Health Opportunity of the Twenty-First Century - An Empowering Business Narrative and Call for Health Resilient Climate Action,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/UNGC%20Business%20Narrative%20and%20Call%20for%20Health%20Resilient%20Climate%20Action.pdf
Black Lives Matter & Business,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Black-Lives-Matter-Business-report.pdf
Implementing Effective Modern Slavery Grievance Mechanisms: A Guidance Note for Business,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Implementing%20Effective%20Modern%20Slavery%20Grievance%20Mechanisms_Guidance%20Note%20for%20Business_FINAL.pdf
Effective Modern Slavery Grievance Mechanisms: A Case Study Publication for Business,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/GCNA_Effective%20Modern%20Slavery%20Grievance%20Mechanisms_Case%20Study%20Report%20for%20Business_FINAL.pdf
SBTi Corporate Manual,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/SBTi-Corporate-Manual.pdf
Maritime Transport and the COVID-19 Crew Change Crisis: A Tool to Support Human Rights Due Diligence,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Maritime-Human-Rights-Risks-and-the-COVID-19-Crew-Change-Crisis.pdf
Achieving the Living Wage Ambition: Reference Sheet and Implementation Guidance,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Achieving_the_Living_Wage_Ambition_Reference_Sheet_and_Implementation_Guidance_EN.pdf
EXECUTIVE SUMMARY - SDG 16 Business Framework Inspiring Transformational Governance,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/EXECUTIVE-SUMMARY-SDG-16-Business-Framework-Inspiring-Transformational-Governance.pdf
"Advancing Business Understanding of Peace, Justice and Strong Institutions Country Consultation Reports",https://assets.adobe.com/public/1288267c-25b0-4b9d-6020-872fd163ce70/Country%20Consultation%20Report_Brazil.pdf
"ADVANCING BUSINESS UNDERSTANDING OF PEACE, JUSTICE AND STRONG INSTITUTIONS - COUNTRY CONSULTATION GLOBAL SYNTHESIS REPORT",https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Country%20Consultation%20Global%20Synthesis%20Report.pdf
Accelerating Blue Bonds Issuances in Latin America and the Caribbean,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Accelerating%20Blue%20Bonds%20Issuances%20in%20Latin%20America%20and%20the%20Caribbean.pdf
Target Gender Equality Case Studies,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Case%20Study%20-%20Natura.pdf
Target Gender Equality Interviews with Female Leaders,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/TGE%20Profile%20-%20Ferrocarrils%20de%20la%20Generalitat%20de%20Catalunya.pdf
Taking the Temperature. Assessing and scaling-up climate ambition in the G7 business sector,https://sciencebasedtargets.org/resources/files/SBTi-TakingtheTemperatureReport2021.pdf
Leadership Briefing from the UN Global Compact,https://info.unglobalcompact.org/l/591891/une-Summit-Executive-Brief-pdf/58cqcn
Uniting against Corruption: A Playbook on Anti-Corruption Collective Action,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/2021_Anti-Corruption_Collective.pdf
CFO Principles KPIs and Definitions for Progress Measurement and Target Setting,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/KPIs-and-Definitions-for-Progress-Measurement-and-Targets-setting-UN-Global-Compact-CFO-Taskforce-for-the-SDGs.pdf
The SME Guide to Corporate Sustainability,https://info.unglobalcompact.org/l/591891/o-Corporate-Sustainability-pdf/58cqcr
The Future Is Green And Inclusive - Eastern Europe,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/The%20Future%20Is%20Green%20and%20Inclusive.pdf
Charting a 1.5°C Trajectory for Maritime Transport,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Charting%20a%201.5%C2%B0C%20Trajectory%20for%20Maritime%20Transport.pdf
Blueprint for a Climate-Smart Ocean to Meet 1.5°C,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/_Blueprint%20for%20a%20Climate-Smart%20Ocean%20to%20Meet%201.5%C2%B0C.pdf
"Gender Equality, Diversity & Inclusion Spotlight",https://info.unglobalcompact.org/l/591891/nd20Inclusion20Spotlight20-pdf/58cqcv
"Gender Equality, Diversity & Inclusion Spotlight",https://info.unglobalcompact.org/l/591891/ight-DE-REV-FINAL-Designed-pdf/58cqcy
"Gender Equality, Diversity & Inclusion Spotlight",https://info.unglobalcompact.org/l/591891/lusion20Spotlight-Georgian-pdf/58cqd2
"Gender Equality, Diversity & Inclusion Spotlight",https://info.unglobalcompact.org/l/591891/ht20-PT-REV-FINAL-Designed-pdf/58cqd5
"Gender Equality, Diversity & Inclusion Spotlight",https://info.unglobalcompact.org/l/591891/ht20-ES-REV-FINAL-Designed-pdf/58cqd8
"Gender Equality, Diversity & Inclusion Spotlight",https://info.unglobalcompact.org/l/591891/clusion20Spotlight-Turkish-pdf/58cqdc
UN Global Compact Africa Strategy 2021–2023,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/UNGC_Mobilising%20Business%20in%20Africa_2021_2023.pdf
Nine Business Practices for Improving Safety and Health Through Supply Chains and Building a Culture of Prevention and Protection,https://info.unglobalcompact.org/l/591891/lications-OSH20Brief-FINAL-pdf/58cqdg
Taking the Temperature: Unlocking Breakthrough Climate Action in the G20,https://sciencebasedtargets.org/resources/files/Taking-the-Temperature-in-the-G20.pdf
Seaweed as a Nature-Based Climate Solution Vision Statement,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Seaweed%20as%20a%20Nature-Based%20Climate%20Solution.pdf
"Women, Peace and Security: A Guidance for Business",https://ungc-communications-assets.s3.amazonaws.com/docs/publications/UNGC_Women__Peace_and_Security_Paper.pdf
The 2021 United Nations Global Compact–Accenture CEO Sustainability Study,https://info.unglobalcompact.org/l/591891/-Sustainability-2021-FINAL-pdf/58cqdk
The 2021 United Nations Global Compact–Accenture CEO Sustainability Study,https://info.unglobalcompact.org/l/591891/-2021-CEO-Study-SlideShare-pdf/58cqdn
Roadmap to Integrate Clean Offshore Renewable Energy into Climate-smart Marine Spatial Planning,https://ungc-communications-assets.s3.amazonaws.com/docs/publications/Roadmap-to-Integrate-Clean-Offshore-Renewable-Energy-into-Climate-smart-Marine-Spatial-Planning.pdf
Status Report: Business Ambition for 1.5°C - Responding to the Climate Crisis,https://sciencebasedtargets.org/resources/files/status-report-Business-Ambition-for-1-5C-campaign.pdf
SBTi Corporate Net-Zero Standard,https://sciencebasedtargets.org/resources/files/Net-Zero-Standard.pdf
Frequently Asked Questions About the Guiding Principles on Business and Human Rights,https://www.unglobalcompact.org/docs/publications/FAQ_PrinciplesBussinessHR.pdf
SDG Ambition – Scaling Business Impact for the Decade of Action,https://info.unglobalcompact.org/l/591891/-New-UN-Compact-Initiative-pdf/58cqdr
SDG Ambition – Scaling Business Impact for the Decade of Action,https://info.unglobalcompact.org/l/591891/-SDG-Ambition20-20FINAL-ES-pdf/58cqdv
SDG Ambition – Scaling Business Impact for the Decade of Action,https://info.unglobalcompact.org/l/591891/Compact-Initiative-Russian-pdf/58cqdy
UNGC 2020 Business Plan,http://www.unglobalcompact.org/docs/about_the_gc/UNGC-2020-UNGC-Business-Plan.pdf
Why climate change and human rights are a business issue,http://www.unglobalcompact.org.au/new/wp-content/uploads/2020/01/2020.01_GCNA-Climate-HR-Discussion-Paper-Final.pdf
See how companies are reporting on the SDGS,https://info.unglobalcompact.org/l/591891/yala-Danone-Unilever-FINAL-pdf/58cqf2
See how companies are reporting on the SDGS,https://info.unglobalcompact.org/l/591891/rategy-Danone-Maersk-FINAL-pdf/58cqf5
See how companies are reporting on the SDGS,https://info.unglobalcompact.org/l/591891/sStrategy-CDL-Maersk-FINAL-pdf/58cqf8
See how companies are reporting on the SDGS,https://info.unglobalcompact.org/l/591891/-Iberdrola-Safaricom-FINAL-pdf/58cqfc
See how companies are reporting on the SDGS,https://info.unglobalcompact.org/l/591891/Danone-Iberdrola-PTT-FINAL-pdf/58cqfg
See how companies are reporting on the SDGS,https://info.unglobalcompact.org/l/591891/s-Enel-Maersk-Natura-FINAL-pdf/58cqfk
See how companies are reporting on the SDGS,https://info.unglobalcompact.org/l/591891/Iberdrola-Telefonica-FINAL-pdf/58cqfn
See how companies are reporting on the SDGS,https://info.unglobalcompact.org/l/591891/Cemex-Maersk-Nutresa-FINAL-pdf/58cqfr
See how companies are reporting on the SDGS,https://info.unglobalcompact.org/l/591891/stmanChemical-Natura-FINAL-pdf/58cqfv
